text,label
"PRET A MANGER 021, NEW YORK     NY, REF NO 5xxx3523JLAGJKKB6, TRAN CD 253 SIC CD 5814",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0193JGVGTVPXY, TRAN CD 253 SIC CD 5814",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0193JGVGTPXEM, TRAN CD 253 SIC CD 5814",MISC
"PAYMENT TO VENMO-PAYMENT, YPExx5039, SYSTEM GENERATED 2xxx-x4-25T00:00:00.000Z",TRANSFER
"PRET A MANGER 021, NEW YORK     NY, REF NO 5xxx3523HLAEP6ZX2, TRAN CD 253 SIC CD 5814",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0193HGVGTLVNB, TRAN CD 253 SIC CD 5814",MISC
"SQ *SQ *OVENLY WILLIAM, BROOKLYN     NY, REF NO 5xxx2863F5SPDDSYN, TRAN CD 253 SIC CD 5499",MISC
"SP * COCLICO, xxxxxx5462   NY, REF NO 5xxx9503FJH84VH1D, TRAN CD 255 SIC CD 5734",MISC
"LYFT   *RIDE FRI 7PM, xxxxxx0278   CA, REF NO 5xxx9503EJHFEYPKA, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"ADIDAS 6508, NEW YORK     NY, REF NO 5xxx9593FBLGYEBEQ, TRAN CD 253 SIC CD 5655",LIFESTYLE
"ROSIE'S, NEW YORK     NY, REF NO 8xxx3313FLBYB4DLS, TRAN CD 253 SIC CD 5812",ENTERTAINMENT
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0193EGVGTFWXT, TRAN CD 253 SIC CD 5814",MISC
"PAYMENT TO VENMO-PAYMENT, YPExx3585, SYSTEM GENERATED 2xxx-x4-22T00:00:00.000Z",TRANSFER
DIVIDEND RECEIVED MCCORMICK &COMPANY INC COM NPV,INVESTMENTS
"BEDFORD GOURMET DELI 1, BROOKLYN     NY, REF NO 8xxx8083DWGN9R92B, TRAN CD 253 SIC CD 5411",MISC
"SEAMLSSMANHATTAN3DECK, xxxxxx1020   NY, REF NO 5xxx9503DLXRWN6NK, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"LYFT   *CANCEL FEE, xxxxxx0278   CA, REF NO 5xxx9503DJHE8S1Z6, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"BROOKLYN HARVEST MAR, BROOKLYN     NY, REF NO 0xxx0483QLYJEQ999, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"PRET A MANGER 021, NEW YORK     NY, REF NO 5xxx3523QLA60PZWN, TRAN CD 253 SIC CD 5814",MISC
"PRET A MANGER 021, NEW YORK     NY, REF NO 5xxx3523QLA5YZR4M, TRAN CD 253 SIC CD 5814",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0193QGVGTKF8F, TRAN CD 253 SIC CD 5814",MISC
"SQ *SQ *MILDRED NEW YO, NEW YORK     NY, REF NO 5xxx2863Q5SWN8XFV, TRAN CD 253 SIC CD 7230",LIFESTYLE
"PRET A MANGER 021, NEW YORK     NY, REF NO 5xxx3523BLA40N6VT, TRAN CD 253 SIC CD 5814",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0193BGVGTV9E3, TRAN CD 253 SIC CD 5814",MISC
"PAYMENT TO VENMO-PAYMENT, YPEPx7992, SYSTEM GENERATED 2xxx-x6-06T00:00:00.000Z",TRANSFER
"SEAMLSSBLACKIRIS, xxxxxx1020   NY, REF NO 5xxx9504SLR5E2E05, TRAN CD 253 SIC CD 5812",MISC
"ZIPCAR INC., xxxxxx7227   MA, REF NO 5xxx3524V5SMZS4TR, TRAN CD 253 SIC CD 4789",LIVING-EXPENSES
"AMZN MKTP US*MN5HD0IU0, AMZN.COM/BILLWA, REF NO 5xxx2864S5V3SSM35, TRAN CD 253 SIC CD 5942",TRANSFER
"MEMBERSHIP - NORTH BRO, xxxxxxx8625  NY, REF NO 5xxx9504RJJ08PR9Z, TRAN CD 253 SIC CD 7372",SUBSCRIPTION
"PAYMENT TO CHASBK CK,            WEBXFR-TRANSFER, YPExx3580, SYSTEM GENERATED 2xxx-x6-03T00:00:00.000Z",TRANSFER
"PAYMENT TO VENMO-PAYMENT, YPExx3579, SYSTEM GENERATED 2xxx-x6-03T00:00:00.000Z",TRANSFER
"PAYMENT TO VENMO-PAYMENT, YPExx3578, SYSTEM GENERATED 2xxx-x6-03T00:00:00.000Z",TRANSFER
"ONLINE TRANSFER TO,            SAV xxxxx1063,            ON 06/01/2019,            HIB- 4xxxx2513XXAQ28GNRO, IBxxx7568, INTERNET BANKING 2xxx-x6-03T00:00:00.000Z",TRANSFER
"ONLINE TRANSFER TO,            CARD xxxx xxxx xxxx 3038,            ON 06/01/2019,            HIB- 4xxxx2513XXAPUZDI5T, IBxxx6527, INTERNET BANKING 2xxx-x6-03T00:00:00.000Z",TRANSFER
"REBATE OF ATM SURCHARGE,            FOR 05/04/19 WITHDRAWAL, Z@ARx1592, SYSTEM GENERATED 2xxx-x6-03T00:00:00.000Z",MISC
"ONLINE TRANSFER FROM,            CHK xxxxx8911,            ON 06/01/2019,            HIB- 4xxxx2513XXAQ28GNRO, IBxxx7568, INTERNET BANKING 2xxx-x6-03T00:00:00.000Z",TRANSFER
DIVIDEND RECEIVED as of 06/01/2019 ENBRIDGE INC COM ISIN #CAx9250N1050 SED,INVESTMENTS
FOREIGN TAX PAID as of 06/01/2019 ENBRIDGE INC COM ISIN #CAx9250N1050 SED,INVESTMENTS
"PAYMENT - THANK YOU, , REF NO 8xxx5314TEHN62SX4, TRAN CD 271 SIC CD 6010",TRANSFER
"LINKEDIN-xxx*xxx7554, LNKD.IN/BILL CA, REF NO 5xxx2864N5SF5B7W5, TRAN CD 253 SIC CD 5968",SUBSCRIPTION
INTEREST EARNED CASH,MISC
REINVESTMENT CASH,MISC
"SQ *SQ *MILDRED NEW YO, NEW YORK     NY, REF NO 5xxx2864N5S94TW5X, TRAN CD 253 SIC CD 7230",LIFESTYLE
"DEPOSIT FROM SOCIETE,            GENERALE-DIRECT DEP, YPEPx6984, SYSTEM GENERATED 2xxx-x5-30T00:00:00.000Z",INCOME
"APL*ITUNES.COM/BILL, xxx-xxx-7753 CA, REF NO 5xxx2864M5V2XJ5TL, TRAN CD 253 SIC CD 5735",TRANSFER
"AMZN MKTP US*MN3ON09V2, AMZN.COM/BILLWA, REF NO 5xxx2864L5SY6ESPG, TRAN CD 253 SIC CD 5942",TRANSFER
"COLONIE, BROOKLYN     NY, REF NO 0xxx4614L00AN2YRL, TRAN CD 253 SIC CD 5812",ENTERTAINMENT
"USPS.COM MOVER'S GUIDE, xxx-xxx-3150 TN, REF NO 0xxx6844KHETX9M84, TRAN CD 253 SIC CD 9402",LIVING-EXPENSES
"SPOTIFY USA, NEW YORK     NY, REF NO 1xxx0214H00GB5T83, TRAN CD 253 SIC CD 4899",SUBSCRIPTION
"NETFLIX.COM, NETFLIX.COM  CA, REF NO 5xxx2864G5V22YN8Z, TRAN CD 253 SIC CD 4899",SUBSCRIPTION
"CASH W/D ON xxxx2019 AT,            HSBC ATM HSBC 122,            FLATBUSH AVE BROOKLYN, @NWKx0081, ATM 2xxx-x5-23T00:00:00.000Z",LIVING-EXPENSES
"CASH W/D ON xxxx2019 AT,            HSBC ATM HSBC 122,            FLATBUSH AVE BROOKLYN, @NWKx0048, ATM 2xxx-x5-23T00:00:00.000Z",LIVING-EXPENSES
"DEPOSIT FROM SG AMER,            OPERATIO-DIRECT PAY, YPEPx8041, SYSTEM GENERATED 2xxx-x5-21T00:00:00.000Z",INCOME
"ZIPCAR INC., xxxxxx7227   MA, REF NO 5xxx3524B5SXSWSYJ, TRAN CD 253 SIC CD 4789",LIVING-EXPENSES
"ZIPCAR INC., xxxxxx7227   MA, REF NO 5xxx3524B5SW5XXGB, TRAN CD 253 SIC CD 4789",LIVING-EXPENSES
"JUICE PRESS WF01, BROOKLYN     NY, REF NO 5xxxx3649BLTGQALQ, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"CVS/PHARMACY #x4958, BROOKLYN     NY, REF NO 0xxxxxxxx0091DBW1, TRAN CD 253 SIC CD 5912",LIVING-EXPENSES
"THE WILLIAM VALE, BROOKLYN     NY, REF NO 7xxxxxxxx0000X46E, TRAN CD 253 SIC CD 5812",ENTERTAINMENT
"SQ *SQ *MILDRED NEW YO, NEW YORK     NY, REF NO 5xxxxx6475V50LYZ9, TRAN CD 253 SIC CD 7230",LIFESTYLE
"ANELLA RESTAURANT, BROOKLYN     NY, REF NO 0xxxxx1472X7V1N74, TRAN CD 253 SIC CD 5812",ENTERTAINMENT
"PAYMENT TO VENMO-PAYMENT, YPEPx6457, SYSTEM GENERATED 2xxx-x5-16T00:00:00.000Z",TRANSFER
"DEPOSIT FROM SOCIETE,            GENERALE-DIRECT DEP, YPEPx5217, SYSTEM GENERATED 2xxx-x5-16T00:00:00.000Z",INCOME
DIVIDEND RECEIVED APPLE INC COM USD0.x0001,INVESTMENTS
DIVIDEND RECEIVED ACCENTURE PLC CLS A USD0.xxx0225,INVESTMENTS
DIVIDEND RECEIVED KINDER MORGAN INC COM USD0.01,INVESTMENTS
"AMAZON.COM*MN1X733A0, AMZN.COM/BILLWA, REF NO 5xxxxx6445SG67LY3, TRAN CD 253 SIC CD 5942",TRANSFER
"APL*ITUNES.COM/BILL, xxx-xxx-7753 CA, REF NO 5xxxxx6445SERSR00, TRAN CD 253 SIC CD 5735",TRANSFER
"MARTHA S COUNTRY BAKER, BROOKLYN     NY, REF NO 7xxxxx7430XKP6VX8, TRAN CD 253 SIC CD 5812",ENTERTAINMENT
"PAYMENT TO VENMO-PAYMENT, YPExx2309, SYSTEM GENERATED 2xxx-x5-13T00:00:00.000Z",TRANSFER
"NEXT CLEANERS - LEVEL, BROOKLYN     NY, REF NO 2xxxxxxx3000F8S8Y, TRAN CD 253 SIC CD 7216",LIVING-EXPENSES
"GOOGLE *GOOGLE STORAGE, G.CO/HELPPAY#GB, REF NO 5xxxxx2415SSEMT97, TRAN CD 253 SIC CD 5968",SUBSCRIPTION
"AT&T*BILL PAYMENT, xxxxxx0500   TX, REF NO 5xxxxx7402DA285Z2, TRAN CD 253 SIC CD 4814",PHONE
"APL*ITUNES.COM/BILL, xxx-xxx-7753 CA, REF NO 5xxxxx6405SH671NA, TRAN CD 253 SIC CD 5735",TRANSFER
"APL*ITUNES.COM/BILL, xxx-xxx-7753 CA, REF NO 5xxxxx6405SH67YRA, TRAN CD 253 SIC CD 5735",TRANSFER
"AMAZON.COM*MN7KT1OA2 A, AMZN.COM/BILLWA, REF NO 5xxxxx0412DYZ47XP, TRAN CD 253 SIC CD 5942",TRANSFER
"AMZN MKTP US*MN0VD2OY2, AMZN.COM/BILLWA, REF NO 5xxxxx0412DK81LDL, TRAN CD 253 SIC CD 5942",TRANSFER
"NEXT CLEANERS - LEVEL, BROOKLYN     NY, REF NO 2xxxxxxx1000F2TFJ, TRAN CD 253 SIC CD 7216",LIVING-EXPENSES
"ANELLA RESTAURANT, BROOKLYN     NY, REF NO 0xxxx6141EHWFXEMV, TRAN CD 253 SIC CD 5812",ENTERTAINMENT
"GLOBAL TRANSFER,            GPOXX993QB, IBxxx3263, INTERNET BANKING 2xxx-x5-09T00:00:00.000Z",MISC
INTEREST EARNED CASH,MISC
REINVESTMENT CASH,MISC
"PAYMENT TO VENMO-PAYMENT, YPEPx5587, SYSTEM GENERATED 2xxx-x6-20T00:00:00.000Z",TRANSFER
"APL*ITUNES.COM/BILL, xxx-xxx-7753 CA, REF NO 5xxx2865A5SVXJZPW, TRAN CD 253 SIC CD 5735",TRANSFER
"SQU*SQ *DR SMOOD LEXIN, NEW YORK     NY, REF NO 5xxxxx6585SH7VSGT, TRAN CD 253 SIC CD 5814",MISC
"xxxxxxxxxxx4468O,            xxxxx0825, 1/SOCIETE GENERALE-SOCIETE GENERALE, DIVIDEND PAYMENT STE GENERALE SOCIE, TE GENERALE, 33RECD CHIP, CHIPSEQ:xxx2556, SOCIETE GENERALE, YPIxx9841, SYSTEM GENERATED 2xxx-x6-18T00:00:00.000Z",INCOME
"MTA*METROCARD MACHINE, NEW YORK     NY, REF NO 5xxxxx6585SEMQYQ2, TRAN CD 253 SIC CD 4111",LIVING-EXPENSES
"SEAMLSSTHAISM, xxxxxx1020   NY, REF NO 5xxxx5057LYE6NTA6, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"TST* NEXT LEVEL BURGER, BROOKLYN     NY, REF NO 0xxxx8458HETWYNEK, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"PAYMENT TO VENMO-PAYMENT, YPExx3188, SYSTEM GENERATED 2xxx-x6-17T00:00:00.000Z",TRANSFER
"PAYMENT TO VENMO-PAYMENT, YPExx3187, SYSTEM GENERATED 2xxx-x6-17T00:00:00.000Z",TRANSFER
"SEAMLSSTHEHALALSPOT, xxxxxx1020   NY, REF NO 5xxxx5055LYBERSTW, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"ZIPCAR INC., xxxxxx7227   MA, REF NO 5xxxxx2565SK7JAD4, TRAN CD 253 SIC CD 4789",LIVING-EXPENSES
"EAT HALAL INTERNATIONA, BROOKLYN     NY, REF NO 5xxxxx0555S8EVL5T, TRAN CD 253 SIC CD 5814",LIVING-EXPENSES
"PAYMENT TO VENMO-PAYMENT, YPExx3860, SYSTEM GENERATED 2xxx-x6-14T00:00:00.000Z",TRANSFER
"SQ *SQ *MILDRED NEW YO, NEW YORK     NY, REF NO 5xxxxx6545SFSH6JL, TRAN CD 255 SIC CD 5999",LIFESTYLE
"SQ *SQ *MILDRED NEW YO, NEW YORK     NY, REF NO 5xxxxx6545SET8XTV, TRAN CD 253 SIC CD 7230",LIFESTYLE
"SQU*SQ *DR SMOOD LEXIN, NEW YORK     NY, REF NO 5xxxxx6535SQYKSTG, TRAN CD 253 SIC CD 5814",MISC
"EAT HALAL INTERNATIONA, BROOKLYN     NY, REF NO 5xxxxx0545S8EVLG5, TRAN CD 253 SIC CD 5814",LIVING-EXPENSES
"SAXON AND PAROLE, NEW YORK     NY, REF NO 8xxxx3153LQ1NDSQ5, TRAN CD 253 SIC CD 5812",ENTERTAINMENT
"CASH W/D ON xxxx2019 AT,            HSBC ATM HSBC 122,            FLATBUSH AVE BROOKLYN, @NWIx0037, ATM 2xxx-x6-13T00:00:00.000Z",MISC
"PAYMENT TO VENMO-PAYMENT, YPEPx6955, SYSTEM GENERATED 2xxx-x6-13T00:00:00.000Z",TRANSFER
"DEPOSIT FROM SOCIETE,            GENERALE-DIRECT DEP, YPEPx5685, SYSTEM GENERATED 2xxx-x6-13T00:00:00.000Z",INCOME
"BOWERY MEAT COMPANY, NEW YORK     NY, REF NO 7xxxxxxxx0000W21P, TRAN CD 253 SIC CD 5812",ENTERTAINMENT
"APL*ITUNES.COM/BILL, xxx-xxx-7753 CA, REF NO 5xxxxx6535SAHV4BW, TRAN CD 253 SIC CD 5735",TRANSFER
"SQU*SQ *DR SMOOD LEXIN, NEW YORK     NY, REF NO 5xxxxx6525V3RAPWM, TRAN CD 253 SIC CD 5814",MISC
"AMAZON.COM*M61Q34G12, AMZN.COM/BILLWA, REF NO 5xxxxx6525V3PJ1NZ, TRAN CD 253 SIC CD 5942",TRANSFER
"CAFE' xxx     xxxx2453, NEW YORK     NY, REF NO 0xxxx1952GVGTPYLJ, TRAN CD 253 SIC CD 5814",MISC
"SQU*SQ *DR SMOOD LEXIN, NEW YORK     NY, REF NO 5xxxxx6515SWMDNX8, TRAN CD 253 SIC CD 5814",MISC
"GIVE BACK SOCCER, xxxxxx7122   SC, REF NO 5xxxx5051JHG2H95H, TRAN CD 253 SIC CD 7929",MISC
"EAT HALAL INTERNATIONA, BROOKLYN     NY, REF NO 5xxxxx0525S8EVLG7, TRAN CD 253 SIC CD 5814",LIVING-EXPENSES
"DONNYBROOK, NEW YORK     NY, REF NO 2xxxxx6522Y32P6HA, TRAN CD 253 SIC CD 5812",ENTERTAINMENT
"MTA*METROCARD MACHINE, NEW YORK     NY, REF NO 5xxxxx6515SV0XRDR, TRAN CD 253 SIC CD 4111",LIVING-EXPENSES
"NEIGHBORHOOD DELI GROC, NEW YORK     NY, REF NO 5xxxxx0515SLT9ND1, TRAN CD 253 SIC CD 5411",MISC
"AT&T*BILL PAYMENT, xxxxxx0500   TX, REF NO 5xxx0774Z2D9MH6EG, TRAN CD 253 SIC CD 4814",PHONE
"SOCCERSHAPE, xxxxxx2215   FL, REF NO 5xxx9504ZJHD2RGVM, TRAN CD 253 SIC CD 7997",LIFESTYLE
"ALAMO CITY POINT REST, BROOKLYN     NY, REF NO 0xxxxx4508PJT7SAX, TRAN CD 253 SIC CD 5812",ENTERTAINMENT
"ALAMO CITY POINT RETAI, xxx-xxx-7060 NY, REF NO 0xxx6844ZEHSWMPZB, TRAN CD 253 SIC CD 7832",MISC
"INTEREST PAID FROM,            05/08/19 THRU 06/09/19, ZDDxx3474, SYSTEM GENERATED 2xxx-x6-10T00:00:00.000Z",MISC
"APL*ITUNES.COM/BILL, xxx-xxx-7753 CA, REF NO 5xxx2864Z5SEFLQGW, TRAN CD 253 SIC CD 5735",TRANSFER
"APL*ITUNES.COM/BILL, xxx-xxx-7753 CA, REF NO 5xxx2864Z5SEASKTB, TRAN CD 253 SIC CD 5735",TRANSFER
"AMAZON.COM*M667T7GA1, AMZN.COM/BILLWA, REF NO 5xxx2864Z5SDJPQJY, TRAN CD 253 SIC CD 5942",TRANSFER
"D J*WALL-ST-JOURNAL, xxx-xxx-7625 MA, REF NO 5xxx2864Z5SDH34PP, TRAN CD 253 SIC CD 5968",SUBSCRIPTION
"SQU*SQ *DR SMOOD LEXIN, NEW YORK     NY, REF NO 5xxx2864Y5S9MWFVK, TRAN CD 253 SIC CD 5814",MISC
"IPHONE CITIZENSONELOAN, BRIDGEPORT   CT, REF NO 8xxx3834X2NPNW7JE, TRAN CD 253 SIC CD 6012",PHONE
"SQU*SQ *DR SMOOD BROAD, NEW YORK     NY, REF NO 5xxx2864W5SVDVHP9, TRAN CD 253 SIC CD 5814",MISC
"SQU*SQ *DR SMOOD LEXIN, NEW YORK     NY, REF NO 5xxx2864W5STES9MG, TRAN CD 253 SIC CD 5814",MISC
"DUANE READE #x4246, NEW YORK     NY, REF NO 0xxx6844X006QSTF0, TRAN CD 253 SIC CD 5912",LIVING-EXPENSES
"FEDERAL TAX WITHHELD, ZDDxx1432, SYSTEM GENERATED 2xxx-x6-06T00:00:00.000Z",MISC
"INTEREST PAID FROM,            05/06/19 THRU 06/05/19, ZDDxx1432, SYSTEM GENERATED 2xxx-x6-06T00:00:00.000Z",MISC
"PAYMENT TO VENMO-PAYMENT, YPExx6096, SYSTEM GENERATED 2xxx-x6-28T00:00:00.000Z",TRANSFER
"SQ *SQ *MILDRED NEW YO, NEW YORK     NY, REF NO 5xxx2865H5SKMN5TD, TRAN CD 253 SIC CD 7230",LIFESTYLE
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0195HGVGTFS7Z, TRAN CD 253 SIC CD 5814",MISC
"PAYMENT TO VENMO-PAYMENT, YPEPx7230, SYSTEM GENERATED 2xxx-x6-27T00:00:00.000Z",TRANSFER
"DEPOSIT FROM SOCIETE,            GENERALE-DIRECT DEP, YPEPx5963, SYSTEM GENERATED 2xxx-x6-27T00:00:00.000Z",INCOME
"PANNA COOKING, xxxxxx1181   NY, REF NO 5xxx9505GS1F84MMP, TRAN CD 253 SIC CD 8299",SUBSCRIPTION
"SPOTIFY USA, NEW YORK     NY, REF NO 1xxx0215G00GQ401M, TRAN CD 253 SIC CD 4899",SUBSCRIPTION
"ANTALIA TURKISH CUISIN, NEW YORK     NY, REF NO 8xxx9435GNR9GJ056, TRAN CD 253 SIC CD 5812",MISC
"DEPOSIT FROM SG AMER,            OPERATIO-DIRECT PAY, YPEPx7865, SYSTEM GENERATED 2xxx-x6-26T00:00:00.000Z",INCOME
"NETFLIX.COM, NETFLIX.COM  CA, REF NO 7xxx8235F261TJTAM, TRAN CD 253 SIC CD 4899",SUBSCRIPTION
"DONNYBROOK, NEW YORK     NY, REF NO 2xxx6065G2Y2Y7KFA, TRAN CD 253 SIC CD 5812",ENTERTAINMENT
"NEIGHBORHOOD DELI GROC, NEW YORK     NY, REF NO 5xxx0205F5SLRPQQM, TRAN CD 253 SIC CD 5411",MISC
"FRENCH LOUIE, BROOKLYN     NY, REF NO 7xxx7545E8FV9JM5S, TRAN CD 253 SIC CD 5812",ENTERTAINMENT
"PAYMENT TO VENMO-PAYMENT, YPExx6799, SYSTEM GENERATED 2xxx-x6-24T00:00:00.000Z",TRANSFER
"PAYMENT TO VENMO-PAYMENT, YPExx6798, SYSTEM GENERATED 2xxx-x6-24T00:00:00.000Z",TRANSFER
"SEAMLSSTHEHALALSPOT, xxxxxx1020   NY, REF NO 5xxx9505QLXTZ4MJW, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"BUKHARA GRILL, NEW YORK     NY, REF NO 2xxx7805Q01PWQP8J, TRAN CD 253 SIC CD 5812",MISC
"SQU*SQ *DR SMOOD LEXIN, NEW YORK     NY, REF NO 5xxx2865A5SY276A1, TRAN CD 253 SIC CD 5814",MISC
INTEREST EARNED CASH,MISC
REINVESTMENT CASH,INVESTMENTS
"ONLINE TRANSFER TO,            CARD xxxx xxxx xxxx 3038,            ON 08/01/2019,            HIB- 4xxx5851XZ617N4V2M, IBxxx8913, INTERNET BANKING 2xxx-x8-01T00:00:00.000Z",TRANSFER
"LINKEDIN xxxxxx3866 LN, MOUNTAIN VIEWCA, REF NO 1xxx0216K00R428DK, TRAN CD 253 SIC CD 5968",SUBSCRIPTION
"PRET A MANGER 021, NEW YORK     NY, REF NO 5xxx3526KLAQ92VB5, TRAN CD 253 SIC CD 5814",MISC
"PRET A MANGER 021, NEW YORK     NY, REF NO 5xxx3526KLAQ850FR, TRAN CD 253 SIC CD 5814",MISC
"DEPOSIT, Mxxxx0011, BANKING TERMINAL (UBT) 2xxx-x7-31T00:00:00.000Z",LIVING-EXPENSES
"APL*ITUNES.COM/BILL, xxx-xxx-7753 CA, REF NO 5xxx2866J5S8NP9HP, TRAN CD 253 SIC CD 5735",TRANSFER
"Check #236, YCCSx4512, SYSTEM GENERATED 2xxx-x7-30T00:00:00.000Z",LIVING-EXPENSES
"DEPOSIT FROM SG AMER,            OPERATIO-DIRECT PAY, YPEPx0566, SYSTEM GENERATED 2xxx-x7-30T00:00:00.000Z",INCOME
"SEAMLSSINDIANKITCHEN, xxxxxx1020   NY, REF NO 5xxx9506ELXWT6YN5, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"SPOTIFY USA, NEW YORK     NY, REF NO 1xxx0216EDHH10AVJ, TRAN CD 253 SIC CD 4899",SUBSCRIPTION
"NETFLIX.COM, NETFLIX.COM  CA, REF NO 7xxx8236D27GBH37M, TRAN CD 253 SIC CD 4899",SUBSCRIPTION
"DEPOSIT FROM SOCIETE,            GENERALE-DIRECT DEP, YPEPx4315, SYSTEM GENERATED 2xxx-x7-25T00:00:00.000Z",INCOME
"SQ *SQ *MILDRED NEW YO, NEW YORK     NY, REF NO 5xxx2866Q5SYMSTBZ, TRAN CD 253 SIC CD 7230",LIFESTYLE
"SQ *SQ *ZYARA CAFFEE, NEW YORK     NY, REF NO 5xxx2866Q5SYA1JRP, TRAN CD 253 SIC CD 5814",MISC
"MTA*METROCARD MACHINE, NEW YORK     NY, REF NO 5xxx2866D5V1QKKX2, TRAN CD 253 SIC CD 4111",LIVING-EXPENSES
"LYFT   *RIDE MON 10AM, xxxxxx0278   CA, REF NO 5xxx9506BJHJS2GP6, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"INSTACART SUBSCRIPTION, xxxxxx7822   CA, REF NO 5xxxx5069JHFWZKQB, TRAN CD 253 SIC CD 5411",FRAUD
DIVIDEND RECEIVED MCCORMICK &COMPANY INC COM NPV,INVESTMENTS
"TST* NEXT LEVEL BURGER, BROOKLYN     NY, REF NO 0xxxx3767HESKF3XB, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"BUFFALO WILD WINGS 333, BROOKLYN     NY, REF NO 8xxxx8964WGVDP9HW, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"LYFT   *RIDE SUN 8AM, xxxxxx0278   CA, REF NO 5xxxx5064JH8H6LM5, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"LYFT   *RIDE SAT 9AM, xxxxxx0278   CA, REF NO 5xxxx5063JJ4XXZ2R, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"MMS MOUNT SINAxxxx4316, NEW YORK     NY, REF NO 0xxxx1963BY463WEK, TRAN CD 253 SIC CD 5814",LIVING-EXPENSES
"WHOLEFDS FTG #x0709, BROOKLYN     NY, REF NO 0xxxxxx6300ASQHWL, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"MMS MOUNT SINAxxxx4316, NEW YORK     NY, REF NO 0xxxx1962BY4G2TKJ, TRAN CD 253 SIC CD 5814",LIVING-EXPENSES
"CASH W/D ON xxxx2019 AT,            HSBC ATM HSBC 122,            FLATBUSH AVE BROOKLYN, @NWIx0017, ATM 2xxx-x7-15T00:00:00.000Z",MISC
"PRET A MANGER 021, NEW YORK     NY, REF NO 5xxxx5260LA637VNQ, TRAN CD 253 SIC CD 5814",MISC
"PRET A MANGER 021, NEW YORK     NY, REF NO 5xxxx5260LA63RWEZ, TRAN CD 253 SIC CD 5814",MISC
"PAYMENT TO VENMO-PAYMENT, YPExx3850, SYSTEM GENERATED 2xxx-x7-12T00:00:00.000Z",TRANSFER
"NYCTAXI1J38, LONG ISLAND CNY, REF NO 0xxx0195Z2KYZL8FF, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"DEPOSIT FROM SOCIETE,            GENERALE-DIRECT DEP, YPEPx4033, SYSTEM GENERATED 2xxx-x7-11T00:00:00.000Z",INCOME
"AT&T*BILL PAYMENT, xxxxxx0500   TX, REF NO 5xxx0775Y2DA5DRG8, TRAN CD 253 SIC CD 4814",PHONE
"SQ *SQ *MILDRED NEW YO, NEW YORK     NY, REF NO 5xxx2865Y5SLZZAF6, TRAN CD 253 SIC CD 7230",LIFESTYLE
"SQU*SQ *DR SMOOD LEXIN, NEW YORK     NY, REF NO 5xxx2865Y5SKEA7RN, TRAN CD 253 SIC CD 5814",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0195YGVHMVG73, TRAN CD 253 SIC CD 5814",MISC
"APL*APPLE ONLINE STORE, xxx-xxx-2775 CA, REF NO 5xxx2865Y5SF7DK4P, TRAN CD 253 SIC CD 5732",TRANSFER
"SQU*SQ *DR SMOOD LEXIN, NEW YORK     NY, REF NO 5xxx2865X5SQA2RM4, TRAN CD 253 SIC CD 5814",MISC
"APL*ITUNES.COM/BILL, xxx-xxx-7753 CA, REF NO 5xxx2865X5SALBDTP, TRAN CD 253 SIC CD 5735",TRANSFER
"APL*ITUNES.COM/BILL, xxx-xxx-7753 CA, REF NO 5xxx2865X5SAD4QML, TRAN CD 253 SIC CD 5735",TRANSFER
"D J*WALL-ST-JOURNAL, xxx-xxx-7625 MA, REF NO 5xxx2865X5S8G2ABL, TRAN CD 253 SIC CD 5968",SUBSCRIPTION
"TST* TACOMBI - FORT GR, BROOKLYN     NY, REF NO 0xxx5375XEHW7RQGG, TRAN CD 253 SIC CD 5812",ENTERTAINMENT
"IPHONE CITIZENSONELOAN, BRIDGEPORT   CT, REF NO 8xxx3835W2NPNW73H, TRAN CD 253 SIC CD 6012",PHONE
