text,label
"BROOKLYN HARVEST MAR, BROOKLYN     NY, REF NO 0xx4048P7LYJ9GG7X, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"CVS/PHARMACY #x4958, BROOKLYN     NY, REF NO 0xx3684P8005XXLXA, TRAN CD 253 SIC CD 5912",LIVING-EXPENSES
"SEAMLSSODDFELLOWSICEC, xxxxxx1020   NY, REF NO 5xx2950P7LWGHYBVD, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"SQ *SQ *OVENLY WILLIAM, BROOKLYN     NY, REF NO 5xx3286P75SHWJQY0, TRAN CD 253 SIC CD 5499",MISC
"COURSRAANTKOGAN189YCW, xxxxxx7649   CA, REF NO 5xx2950P6LRR09BA4, TRAN CD 253 SIC CD 8299",LIVING-EXPENSES
"SEAMLSSCHAITHAIKITCHE, xxxxxx1020   NY, REF NO 5xx2950P6LYBXLKKA, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"APL*ITUNES.COM/BILL, xxx-xxx-2273 CA, REF NO 5xx3286P65SAPJK5E, TRAN CD 253 SIC CD 5734",MISC
"APL*ITUNES.COM/BILL, xxx-xxx-2273 CA, REF NO 5xx3286P65SAVZZSZ, TRAN CD 253 SIC CD 5734",MISC
"AT&T*BILL PAYMENT, xxxxxx0500   TX, REF NO 5xx8077P62DA8NLVA, TRAN CD 253 SIC CD 4814",MISC
"EAST VILLAGE FINEST DE, NEW YORK     NY, REF NO 8xx5093P7WGRAJNTZ, TRAN CD 253 SIC CD 5499",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xx1019P6GVGTREKZ, TRAN CD 253 SIC CD 5814",MISC
"FOXY JOHNS, NEW YORK     NY, REF NO 2xx4780P600P2JNFZ, TRAN CD 253 SIC CD 5812",MISC
"PAYMENT TO VENMO-PAYMENT, YPExx2427, SYSTEM GENERATED 2xxx-x2-10T00:00:00.000Z",TRANSFER
"INTEREST PAID FROM,            11/08/18 THRU 12/09/18, ZDDxx2931, SYSTEM GENERATED 2xxx-x2-10T00:00:00.000Z",MISC
"APPLE STORE #R594, BROOKLYN     NY, REF NO 5xx3286P95SY8X61J, TRAN CD 255 SIC CD 5732",MISC
"WHOLEFDS WBG#x0487, BROOKLYN     NY, REF NO 0xx3684Pxxxx0488Y, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"BROOKLYN HARVEST MAR, BROOKLYN     NY, REF NO 0xx4048P9LYJAVKYT, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xx1019P9GVGTJYH4, TRAN CD 253 SIC CD 5814",MISC
"AMAZON.COM*M285S5OB0, AMZN.COM/BILLWA, REF NO 5xx3286PA5SAVBPWT, TRAN CD 253 SIC CD 5942",MISC
"PAYMENT TO VENMO-PAYMENT, YPEPx9567, SYSTEM GENERATED 2xxx-x2-13T00:00:00.000Z",TRANSFER
"PAYMENT TO VENMO-PAYMENT, YPEPx9566, SYSTEM GENERATED 2xxx-x2-13T00:00:00.000Z",TRANSFER
"DEPOSIT FROM SG AMERICAS,            SECU-DIRECT DEP, YPEPx6819, SYSTEM GENERATED 2xxx-x2-13T00:00:00.000Z",INCOME
"SQUARE *SQ *BLACK DOOR, NEW YORK     NY, REF NO 5xx3286PQ5SN5AJAQ, TRAN CD 253 SIC CD 5813",MISC
"SQUARE *SQ *BLACK DOOR, NEW YORK     NY, REF NO 5xx3286PQ5SMMWH4S, TRAN CD 255 SIC CD 5999",MISC
"SQUARE *SQ *BLACK DOOR, NEW YORK     NY, REF NO 5xx3286PQ5SMG7HL2, TRAN CD 253 SIC CD 5813",MISC
"LYFT   *RIDE WED 6PM, xxxxxx0278   CA, REF NO 5xx2950PQJHVT20MZ, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"SEAMLSSINDIANKITCHEN, xxxxxx1020   NY, REF NO 5xx2950PBLXN3P6BB, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"SEAMLSSMANHATTAN3DECK, xxxxxx1020   NY, REF NO 5xx2950PBLXMSXJR1, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"SQ *SQ *MILDRED NEW YO, NEW YORK     NY, REF NO 5xx3286PB5SJ847N0, TRAN CD 253 SIC CD 7230",LIFESTYLE
"LYFT   *RIDE WED 5PM, xxxxxx0278   CA, REF NO 5xx2950PBJHTPRSTE, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"APL*APPLE ONLINE STORE, xxx-xxx-2775 CA, REF NO 5xx3286PD5SWHQ9H7, TRAN CD 253 SIC CD 5732",MISC
"CARNEGIE SOUTH IMAGING, NEW YORK     NY, REF NO 8xx5667PQ0D758HAE, TRAN CD 253 SIC CD 8011",MISC
"TAXI SVC ASTORIA, ASTORIA      NY, REF NO 5xx9040PQ7MLLWRVW, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"DISHES, NEW YORK     NY, REF NO 5xx8872PQ61NVZ45M, TRAN CD 253 SIC CD 5814",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xx1019PQGVGS1SE2, TRAN CD 253 SIC CD 5814",MISC
"WHOLEFDS WBG#x0487, BROOKLYN     NY, REF NO 0xx3684PF006HBZZ3, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"GITHUB.COM, xxxxxx6673   CA, REF NO 5xx2950PDLR7EGPNR, TRAN CD 253 SIC CD 5045",MISC
"SEAMLSSVINNIESPIZZERI, xxxxxx1020   NY, REF NO 5xx2950PDLS364RXB, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"ROSARITO FISH SHACK, BROOKLYN     NY, REF NO 8xx8993PELQJ5BFVT, TRAN CD 253 SIC CD 5813",ENTERTAINMENT
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xx1019PDGVGS5GKX, TRAN CD 253 SIC CD 5814",MISC
"CAFE' xxx     xxxx2453, NEW YORK     NY, REF NO 0xx1019PDGVGTL88G, TRAN CD 253 SIC CD 5814",MISC
"LYFT   *RIDE SUN 12PM, xxxxxx0278   CA, REF NO 5xx2950PFJJ1HVYNW, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"SEAMLSSINDIANKITCHEN, xxxxxx1020   NY, REF NO 5xx2950PFLXY0FZRB, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"DEPOSIT, AGxxx0016, BANKING TERMINAL (UBT) 2xxx-x2-18T00:00:00.000Z",MISC
"SQU*SQ *DR SMOOD LEXIN, NEW YORK     NY, REF NO 5xx3286PG5SRXH9PE, TRAN CD 253 SIC CD 5812",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xx1019PGGVGT69K9, TRAN CD 253 SIC CD 5814",MISC
"DONNYBROOK, NEW YORK     NY, REF NO 2xx3606PH2Y3J2ZDV, TRAN CD 253 SIC CD 5812",ENTERTAINMENT
"DEPOSIT FROM SG AMERICAS,            SECU-DIRECT PAY, YPEPx9373, SYSTEM GENERATED 2xxx-x2-19T00:00:00.000Z",INCOME
"SQU*SQ *DR SMOOD LEXIN, NEW YORK     NY, REF NO 5xx3286PH5V0LF11F, TRAN CD 253 SIC CD 5812",MISC
"APL*ITUNES.COM/BILL, xxx-xxx-2273 CA, REF NO 5xx3286PH5SZ41GG6, TRAN CD 253 SIC CD 5734",MISC
"PAYMENT TO VENMO-PAYMENT, YPEPx8059, SYSTEM GENERATED 2xxx-x2-20T00:00:00.000Z",TRANSFER
"SQ *SQ *MILDRED NEW YO, NEW YORK     NY, REF NO 5xx3286PK5SL4VHDH, TRAN CD 253 SIC CD 7230",LIFESTYLE
"SQU*SQ *HONEST CHOPS, NEW YORK     NY, REF NO 5xx3286PK5SJGWMYG, TRAN CD 253 SIC CD 5999",LIVING-EXPENSES
"SEAMLSSALLABOUTINDIAN, xxxxxx1020   IL, REF NO 5xx2950PKLY4FZQSX, TRAN CD 253 SIC CD 5811",LIVING-EXPENSES
"WHOLEFDS WBG#x0487, BROOKLYN     NY, REF NO 0xx3684PL008KLY7L, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"BROOKLYN HARVEST MAR, BROOKLYN     NY, REF NO 0xx4048PKLYJGPDWT, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"NETFLIX.COM, NETFLIX.COM  CA, REF NO 5xx3286PM5SXP9KL9, TRAN CD 253 SIC CD 4899",SUBSCRIPTION
"LYFT   *RIDE SAT 12PM, xxxxxx0278   CA, REF NO 5xx2950PMJHQ36AXX, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"SEAMLSSVINNIESPIZZERI, xxxxxx1020   NY, REF NO 5xx2950PLLWBHFGB0, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"SPOTIFY USA, NEW YORK     NY, REF NO 1xx7021PP00BTT2DF, TRAN CD 253 SIC CD 4899",MISC
"LYFT   *RIDE WED 2PM, xxxxxx0278   CA, REF NO 5xx2950PRJHF50DX1, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"ALAMO CITY POINT RETAI, xxx-xxx-7060 NY, REF NO 0xx3684PTEHTEJ3R9, TRAN CD 253 SIC CD 7832",MISC
"DEPOSIT FROM SG AMERICAS,            SECU-DIRECT DEP, YPEPx2329, SYSTEM GENERATED 2xxx-x2-27T00:00:00.000Z",INCOME
"STARBUCKS STORE x0608, NEW YORK     NY, REF NO 5xx3286PS5SVX1KQ2, TRAN CD 253 SIC CD 5814",MISC
"SEAMLSSALLABOUTINDIAN, xxxxxx1020   NY, REF NO 5xx2950PTLWJSZZD1, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"WHOLEFDS WBG#x0487, BROOKLYN     NY, REF NO 0xx3684PS0067FL9Z, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"VERIZON*RECURRING PAY, 800-VERIZON  FL, REF NO 5xx3286PS5SX4ZW3A, TRAN CD 253 SIC CD 4899",LIVING-EXPENSES
"SEAMLSSJUNIPER, xxxxxx1020   NY, REF NO 5xx2950PSLYG8MXB7, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"LYFT   *RIDE THU 3PM, xxxxxx0278   CA, REF NO 5xx2950PSJHHTZXV4, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"ANASSA, NEW YORK     NY, REF NO 7xx4754PS9EYNK464, TRAN CD 253 SIC CD 5812",ENTERTAINMENT
"CASH W/D ON xxxx2018 AT,            HSBC ATM HSBC 252,            BEDFORD AVE BROOKLYN, @NHOx0035, ATM 2xxx-x2-31T00:00:00.000Z",MISC
"APL*APPLE ONLINE STORE, xxx-xxx-2775 CA, REF NO 5xx3286PX5SEDEZ81, TRAN CD 253 SIC CD 5732",MISC
"LYFT   *RIDE SAT 5PM, xxxxxx0278   CA, REF NO 5xx2950PWJHLKGLF7, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"WHOLEFDS WBG#x0487, BROOKLYN     NY, REF NO 0xx3684PW005DYQWE, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"DUANE READE #x4426, BROOKLYN     NY, REF NO 0xx3684PW005DYQZ1, TRAN CD 253 SIC CD 5912",LIVING-EXPENSES
"ALAMO CITY POINT REST, BROOKLYN     NY, REF NO 0xx3684PW8PJFJ26A, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"SEAMLSSLITTLECHOCAPOT, xxxxxx1020   NY, REF NO 5xx2950PVLTX5KT6G, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"SEAMLSSLITTLECHOCAPOT, xxxxxx1020   NY, REF NO 5xx2950PVLTX5KWB9, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"SQ *SQ *OVENLY WILLIAM, BROOKLYN     NY, REF NO 5xx3286PV5V50KNSM, TRAN CD 253 SIC CD 5499",MISC
CASH,MISC
CASH,MISC
"SQ *SQ *MILDRED NEW YO, NEW YORK     NY, REF NO 5xx3286PX5SH8NG2H, TRAN CD 253 SIC CD 7230",LIFESTYLE
"PAYMENT - THANK YOU, , REF NO 8xxxx3102EHN5K8VT, TRAN CD 271 SIC CD 6010",TRANSFER
"WHOLEFDS WBG#x0487, BROOKLYN     NY, REF NO 0xxxxxxx2003JD7YB, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"BROOKLYN HARVEST MAR, BROOKLYN     NY, REF NO 0xxxx4801LYJ4XLY9, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"CAFE COLETTE, BROOKLYN     NY, REF NO 8xxxx3101LBZ86A5M, TRAN CD 253 SIC CD 5812",MISC
"LYFT   *RIDE TUE 12AM, xxxxxx0278   CA, REF NO 5xxxx5001JHNDB92X, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"DEPOSIT FROM HSBC CREDIT,            CARD-CASH BACK, YPExx3829, SYSTEM GENERATED 2xxx-x1-02T00:00:00.000Z",MISC
"DEPOSIT FROM HSBC CREDIT,            CARD-CASH BACK, YPExx3828, SYSTEM GENERATED 2xxx-x1-02T00:00:00.000Z",MISC
"ONLINE TRANSFER TO,            CARD xxxx xxxx xxxx 3487,            ON 01/02/2019,            HIB- 9xxx1887XSPFB3TGVW, IBxxx7944, INTERNET BANKING 2xxx-x1-02T00:00:00.000Z",MISC
"ONLINE TRANSFER FROM,            SAV xxxxx1063,            ON 01/02/2019,            HIB- 9xxx1887XSPFA0RBQQ, IBxxx7947, INTERNET BANKING 2xxx-x1-02T00:00:00.000Z",TRANSFER
"ONLINE TRANSFER TO,            CHK xxxxx8911,            ON 01/02/2019,            HIB- 9xxx1887XSPFA0RBQQ, IBxxx7947, INTERNET BANKING 2xxx-x1-02T00:00:00.000Z",TRANSFER
"RIDESHARE BENEFIT, , REF NO Fxxxxxxx3000R2999, TRAN CD 271 SIC CD 5999",MISC
"SQU*SQ *DR SMOOD LEXIN, NEW YORK     NY, REF NO 5xxxxx6025SX6SSPL, TRAN CD 253 SIC CD 5812",MISC
"MEDIUM ANNUAL, xxxxxxx5008  CA, REF NO 5xxxx5003JHT6DK0Z, TRAN CD 253 SIC CD 8999",LIVING-EXPENSES
"PAYMENT TO LEVEL POWER,            AND-WEB PMTS, YPExx6955, SYSTEM GENERATED 2xxx-x1-03T00:00:00.000Z",LIVING-EXPENSES
"PAYMENT TO 2 NORTH 6TH,            PLAC-WEB PMTS, YPExx6954, SYSTEM GENERATED 2xxx-x1-03T00:00:00.000Z",LIVING-EXPENSES
"SHAPESCALE.COM, xxxxxx2612   CA, REF NO 5xxxx5003JH856H1H, TRAN CD 255 SIC CD 5734",MISC
"BROOKLYN HARVEST MAR, BROOKLYN     NY, REF NO 0xxxx4803LYJ9YH88, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"ZIPCAR INC., xxxxxx7227   MA, REF NO 5xxxxx2045SVNBL0E, TRAN CD 253 SIC CD 4789",LIVING-EXPENSES
"ZIPCAR INC., xxxxxx7227   MA, REF NO 5xxxxx2045V1XS3JX, TRAN CD 253 SIC CD 4789",LIVING-EXPENSES
"SHAPESCALE.COM, xxxxxx2612   CA, REF NO Fxxxxxxx4000IXFRT, TRAN CD 255 SIC CD 5734",MISC
"CREDIT REVERSAL, , REF NO Fxxxxxxx4000IXFRF, TRAN CD 258 SIC CD 5734",MISC
"SEAMLSSALLABOUTINDIAN, xxxxxx1020   IL, REF NO 5xxxx5004LS84H0PQ, TRAN CD 253 SIC CD 5811",LIVING-EXPENSES
"AMZN MKTP US*M286X67Y2, AMZN.COM/BILLWA, REF NO 5xxxxx6045SDPVWSB, TRAN CD 253 SIC CD 5942",MISC
"SQU*SQ *DR SMOOD LEXIN, NEW YORK     NY, REF NO 5xxxxx6045SDR0FGQ, TRAN CD 253 SIC CD 5812",MISC
"NYCTAXI9C87, LONG ISLAND CNY, REF NO 0xxxxx9042L3VAD8T, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"NEXT CLEANERS, KEARNY       NJ, REF NO 5xxxx3504QJSQR2AB, TRAN CD 253 SIC CD 7216",LIVING-EXPENSES
"WHOLEFDS WBG#x0487, BROOKLYN     NY, REF NO 0xxxxxxxx0058X16P, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"LYFT   *RIDE SAT 3PM, xxxxxx0278   CA, REF NO 5xxxx5006JHYQX5T2, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"IPHONE CITIZENSONELOAN, BRIDGEPORT   CT, REF NO 8xxxxx3062NPNW7B1, TRAN CD 253 SIC CD 6012",PHONE
"SEAMLSSAKO, xxxxxx1020   NY, REF NO 5xxxx5005LW68YGT2, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"UBER TECHNOLOGIES INC, xxx-xxx-1039 CA, REF NO 5xxxxx6055SNAE3HQ, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"UBER TECHNOLOGIES INC, xxx-xxx-1039 CA, REF NO 5xxxxx6055SNAQ4XX, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"NEXT CLEANERS, KEARNY       NJ, REF NO 5xxxx3505QJSQR2HA, TRAN CD 253 SIC CD 7216",LIVING-EXPENSES
"FEDERAL TAX WITHHELD, ZDDxx5115, SYSTEM GENERATED 2xxx-x1-07T00:00:00.000Z",MISC
"INTEREST PAID FROM,            12/06/18 THRU 01/06/19, ZDDxx5115, SYSTEM GENERATED 2xxx-x1-07T00:00:00.000Z",MISC
"GLOBAL TRANSFER,            GPEX5PF4K5, IBxxx8642, INTERNET BANKING 2xxx-x1-07T00:00:00.000Z",MISC
"PAYMENT TO VENMO-PAYMENT, YPExx5818, SYSTEM GENERATED 2xxx-x1-07T00:00:00.000Z",TRANSFER
"PAYMENT TO VENMO-PAYMENT, YPExx5817, SYSTEM GENERATED 2xxx-x1-07T00:00:00.000Z",TRANSFER
"APL*APPLE ONLINE STORE, xxx-xxx-2775 CA, REF NO 5xxxxx6085V32GXZK, TRAN CD 255 SIC CD 5732",MISC
"RIDESHARE BENEFIT, , REF NO Fxxxxxxx8000R2999, TRAN CD 271 SIC CD 5999",MISC
"RIDESHARE BENEFIT, , REF NO Fxxxxxxx8000R2999, TRAN CD 271 SIC CD 5999",MISC
"RIDESHARE BENEFIT, , REF NO Fxxxxxxx8000R2999, TRAN CD 271 SIC CD 5999",MISC
"SQU*SQ *DR SMOOD LEXIN, NEW YORK     NY, REF NO 5xxxxx6075V0P5G2B, TRAN CD 253 SIC CD 5812",MISC
"APL*ITUNES.COM/BILL, xxx-xxx-2273 CA, REF NO 5xxxxx6075SYWGHNT, TRAN CD 253 SIC CD 5734",MISC
"SEAMLSSINDIANKITCHEN, xxxxxx1020   NY, REF NO 5xxxx5007LRJSR6ZF, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"SEAMLSSINDIANKITCHEN, xxxxxx1020   NY, REF NO 5xxxx5007LRJSRA7E, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"NUTHOUSE HARDWARE, NEW YORK     NY, REF NO 7xxxx8607LS2LDTPH, TRAN CD 253 SIC CD 5251",MISC
"INTEREST PAID FROM,            12/10/18 THRU 01/07/19, ZDDxx9688, SYSTEM GENERATED 2xxx-x1-08T00:00:00.000Z",MISC
"AT&T*BILL PAYMENT, xxxxxx0500   TX, REF NO 5xxxxx7082DA57XD3, TRAN CD 253 SIC CD 4814",MISC
"APL*ITUNES.COM/BILL, xxx-xxx-2273 CA, REF NO 5xxxxx6085V5BR8GX, TRAN CD 253 SIC CD 5734",MISC
"SQU*SQ *DR SMOOD LEXIN, NEW YORK     NY, REF NO 5xxxxx6085S8N2607, TRAN CD 253 SIC CD 5812",MISC
"COURSRAANTKOGAN189YCW, xxxxxx7649   CA, REF NO 5xxxx5008LWAT5XQV, TRAN CD 253 SIC CD 8299",LIVING-EXPENSES
"LYFT   *RIDE TUE 6AM, xxxxxx0278   CA, REF NO 5xxxx5008JJ0F7WLE, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"PAYMENT TO VENMO-PAYMENT, YPEPx4492, SYSTEM GENERATED 2xxx-x1-09T00:00:00.000Z",TRANSFER
"RIDESHARE BENEFIT, , REF NO Fxxx0000A000R2999, TRAN CD 271 SIC CD 5999",MISC
"SQU*SQ *DR SMOOD LEXIN, NEW YORK     NY, REF NO 5xxxxx6095SF4NYR3, TRAN CD 253 SIC CD 5812",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxxx1909GVGTKW2P, TRAN CD 253 SIC CD 5814",MISC
"PURCHASE ON xxxx2019 AT,            TRADER PANTRY xxxx2461 N,            EW YORK NY, @FDxx5093, ATM 2xxx-x1-10T00:00:00.000Z",MISC
"DEPOSIT FROM SG AMERICAS,            SECU-DIRECT DEP, YPEPx6722, SYSTEM GENERATED 2xxx-x1-10T00:00:00.000Z",INCOME
"BOBBY VANS STEAKHOUSE, NEW YORK     NY, REF NO 0xxx4610B00QD9ZPP, TRAN CD 253 SIC CD 5812",MISC
"SEAMLSSBURGERURWAY, xxxxxx1020   NY, REF NO 5xxxx5009LY9P2EV2, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"SQU*SQ *DR SMOOD LEXIN, NEW YORK     NY, REF NO 5xxx2860B5SVTQ9S5, TRAN CD 253 SIC CD 5812",MISC
"COURSRA5YWY0MYTIDCR21, xxxxxx7649   CA, REF NO 5xxx9500BLWK5NVSQ, TRAN CD 253 SIC CD 8299",LIVING-EXPENSES
"SEAMLSSMANHATTAN3DECK, xxxxxx1020   NY, REF NO 5xxx9500BLWHX0QK3, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"TST* IRVING FARM COFFE, NEW YORK     NY, REF NO 0xxx6840B8PJSW5KR, TRAN CD 253 SIC CD 5812",MISC
"ROSARIO PIZZA, NEW YORK     NY, REF NO 5xxx0800E2LZS76WT, TRAN CD 253 SIC CD 5812",MISC
"LYFT   *RIDE SUN 11AM, xxxxxx0278   CA, REF NO 5xxx9500EJHxx3509, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"SEAMLSSFUKUYAMASUSHIA, xxxxxx1020   NY, REF NO 5xxx9500DLXNBT8YM, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"BROOKLYN HARVEST MAR, BROOKLYN     NY, REF NO 0xxx0480DLYJ8PGTJ, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"BROOKLYN HARVEST MAR, BROOKLYN     NY, REF NO 0xxx0480DLYJ8PEAP, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"SEAMLSSJUNIPER, xxxxxx1020   NY, REF NO 5xxx9500QLYHHY54V, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"SEAMLSSJUNIPER, xxxxxx1020   NY, REF NO 5xxx9500QLWN05GQE, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"PAYMENT TO VENMO-PAYMENT, YPExx5223, SYSTEM GENERATED 2xxx-x1-14T00:00:00.000Z",TRANSFER
MCCORMICK &CO INC COM NON VTG,INVESTMENTS
"RIDESHARE BENEFIT, , REF NO Fxxx0000F000R2999, TRAN CD 271 SIC CD 5999",MISC
"SEAMLSSNINASPIZZERIAR, xxxxxx1020   NY, REF NO 5xxx9500ELR5YLJ2E, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"BROOKLYN HARVEST MAR, BROOKLYN     NY, REF NO 0xxx0480ELYJ9RBMV, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"DONNYBROOK, NEW YORK     NY, REF NO 2xxx6060F2Y3D3AZY, TRAN CD 253 SIC CD 5812",ENTERTAINMENT
"PURCHASE ON xxxx2019 AT,            BROOKLYN HARVES BROOKLYN,            HARVES BROOKLYN, @MCxx8128, ATM 2xxx-x1-15T00:00:00.000Z",MISC
"PURCHASE ON xxxx2019 AT,            WHOLEFDS  238 BEDFORD,            WHOLEFDS  238 BEDF, @MCxx6330, ATM 2xxx-x1-15T00:00:00.000Z",LIVING-EXPENSES
"PURCHASE ON xxxx2019 AT,            SQU*SQ *DR SMOOD LEXIN N,            EW YORK NY, @FDxx8333, ATM 2xxx-x1-16T00:00:00.000Z",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0190GGVGTJ4GV, TRAN CD 253 SIC CD 5814",MISC
"PURCHASE ON xxxx2019 AT,            SQ *SQ *MILDRED NEW YO N,            EW YORK NY, @FDxx8359, ATM 2xxx-x1-17T00:00:00.000Z",MISC
"PURCHASE ON xxxx2019 AT,            SQU*SQ *DR SMOOD LEXIN N,            EW YORK NY, @FDxx8358, ATM 2xxx-x1-17T00:00:00.000Z",MISC
"PURCHASE ON xxxx2019 AT,            BROOKLYN HARVES BROOKLYN,            HARVES BROOKLYN, @MCxx6881, ATM 2xxx-x1-17T00:00:00.000Z",MISC
"PURCHASE ON xxxx2019 AT,            TRADER PANTRY xxxx2461 N,            EW YORK NY, @FDxx8431, ATM 2xxx-x1-18T00:00:00.000Z",MISC
"SALE REVERSAL, , REF NO Fxxx1000L000SGAJF, TRAN CD 256 SIC CD 5814",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO Fxxx1000L000SGAJT, TRAN CD 253 SIC CD 5814",MISC
"PURCHASE ON xxxx2019 AT,            WHOLEFDS  238 BEDFORD,            WHOLEFDS  238 BEDF, @MCxx6501, ATM 2xxx-x1-22T00:00:00.000Z",LIVING-EXPENSES
"PAYMENT TO VENMO-PAYMENT, YPExx8370, SYSTEM GENERATED 2xxx-x1-22T00:00:00.000Z",TRANSFER
"PAYMENT TO VENMO-PAYMENT, YPExx8369, SYSTEM GENERATED 2xxx-x1-22T00:00:00.000Z",TRANSFER
"PURCHASE ON xxxx2019 AT,            CAFE' xxx     xxxx2453 N,            EW YORK NY, @FDxx2633, ATM 2xxx-x1-22T00:00:00.000Z",MISC
"PURCHASE ON xxxx2019 AT,            TRADER PANTRY xxxx2461 N,            EW YORK NY, @FDxx2632, ATM 2xxx-x1-22T00:00:00.000Z",MISC
"PURCHASE ON xxxx2019 AT,            BROOKLYN HARVES BROOKLYN,            HARVES BROOKLYN, @MCxx0858, ATM 2xxx-x1-22T00:00:00.000Z",MISC
"CASH WITHDRAWAL ON,            xxxx2019 AT D. O. C.,            WIN-xx4951 D. O. C.,            WIN-xx4951, @MCxx7198, ATM 2xxx-x1-22T00:00:00.000Z",MISC
"PURCHASE ON xxxx2019 AT,            WHOLEFDS  238 BEDFORD,            WHOLEFDS  238 BEDF, @MCxx3497, ATM 2xxx-x1-23T00:00:00.000Z",LIVING-EXPENSES
"DEPOSIT FROM SOCIETE,            GENERALE-DIRECT DEP, YPEPx4485, SYSTEM GENERATED 2xxx-x1-24T00:00:00.000Z",MISC
"PURCHASE ON xxxx2019 AT,            SQU*SQ *DR SMOOD LEXIN N,            EW YORK NY, @FDxx8408, ATM 2xxx-x1-24T00:00:00.000Z",MISC
"PURCHASE ON xxxx2019 AT,            TRADER PANTRY xxxx2461 N,            EW YORK NY, @FDxx8407, ATM 2xxx-x1-24T00:00:00.000Z",MISC
"PURCHASE ON xxxx2019 AT,            TRADER PANTRY xxxx2461 N,            EW YORK NY, @FDxx8344, ATM 2xxx-x1-25T00:00:00.000Z",MISC
"DEPOSIT FROM SG AMERICAS,            SECU-DIRECT PAY, YPEPx3304, SYSTEM GENERATED 2xxx-x1-25T00:00:00.000Z",INCOME
"NETFLIX.COM, NETFLIX.COM  CA, REF NO 5xxx2860R5SGZ4GWH, TRAN CD 253 SIC CD 4899",SUBSCRIPTION
"LYFT   *RIDE FRI 6AM, xxxxxx0278   CA, REF NO 5xxx9500RJHM3ZPHP, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"RIDESHARE BENEFIT, , REF NO Fxxx0000V000R2999, TRAN CD 271 SIC CD 6012",MISC
